x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0003533796311,0.0006721680017,0.0009251598851,0.001087590673,0.001143560508,0.001087590673,0.0009251598851,0.0006721680017,0.0003533796311,-3.013923359e-20,-0.0003533796311,-0.0006721680017,-0.0009251598851,-0.001087590673,-0.001143560508,-0.001087590673,-0.0009251598851,-0.0006721680017,-0.0003533796311,0
0,0.0006980578828,0.001327784996,0.001827539263,0.002148401254,0.002258962761,0.002148401254,0.001827539263,0.001327784996,0.0006980578828,-9.062025994e-20,-0.0006980578828,-0.001327784996,-0.001827539263,-0.002148401254,-0.002258962761,-0.002148401254,-0.001827539263,-0.001327784996,-0.0006980578828,0
0,0.001025547633,0.001950707518,0.00268491856,0.003156311066,0.003318741854,0.003156311066,0.00268491856,0.001950707518,0.001025547633,-1.086269847e-19,-0.001025547633,-0.001950707518,-0.00268491856,-0.003156311066,-0.003318741854,-0.003156311066,-0.00268491856,-0.001950707518,-0.001025547633,0
0,0.001327784996,0.002525597146,0.00347618625,0.004086502024,0.004296802508,0.004086502024,0.00347618625,0.002525597146,0.001327784996,-1.287013841e-19,-0.001327784996,-0.002525597146,-0.00347618625,-0.004086502024,-0.004296802508,-0.004086502024,-0.00347618625,-0.002525597146,-0.001327784996,0
0,0.001597327887,0.003038298191,0.004181858699,0.004916069741,0.005169061624,0.004916069741,0.004181858699,0.003038298191,0.001597327887,-8.053690851e-20,-0.001597327887,-0.003038298191,-0.004181858699,-0.004916069741,-0.005169061624,-0.004916069741,-0.004181858699,-0.003038298191,-0.001597327887,0
0,0.001827539263,0.00347618625,0.004784559907,0.005624587504,0.005914041288,0.005624587504,0.004784559907,0.00347618625,0.001827539263,-2.458988869e-20,-0.001827539263,-0.00347618625,-0.004784559907,-0.005624587504,-0.005914041288,-0.005624587504,-0.004784559907,-0.00347618625,-0.001827539263,0
0,0.002012750558,0.003828479068,0.005269449372,0.006194609257,0.006513397627,0.006194609257,0.005269449372,0.003828479068,0.002012750558,5.650878734e-20,-0.002012750558,-0.003828479068,-0.005269449372,-0.006194609257,-0.006513397627,-0.006194609257,-0.005269449372,-0.003828479068,-0.002012750558,0
0,0.002148401254,0.004086502024,0.005624587504,0.006612099171,0.006952372501,0.006612099171,0.005624587504,0.004086502024,0.002148401254,1.605942505e-19,-0.002148401254,-0.004086502024,-0.005624587504,-0.006612099171,-0.006952372501,-0.006612099171,-0.005624587504,-0.004086502024,-0.002148401254,0
0,0.002231151181,0.004243901739,0.005841229626,0.006866777259,0.00722015689,0.006866777259,0.005841229626,0.004243901739,0.002231151181,2.443189603e-19,-0.002231151181,-0.004243901739,-0.005841229626,-0.006866777259,-0.00722015689,-0.006866777259,-0.005841229626,-0.004243901739,-0.002231151181,0
0,0.002258962761,0.004296802508,0.005914041288,0.006952372501,0.007310157053,0.006952372501,0.005914041288,0.004296802508,0.002258962761,3.317783852e-19,-0.002258962761,-0.004296802508,-0.005914041288,-0.006952372501,-0.007310157053,-0.006952372501,-0.005914041288,-0.004296802508,-0.002258962761,0
0,0.002231151181,0.004243901739,0.005841229626,0.006866777259,0.00722015689,0.006866777259,0.005841229626,0.004243901739,0.002231151181,2.133646017e-19,-0.002231151181,-0.004243901739,-0.005841229626,-0.006866777259,-0.00722015689,-0.006866777259,-0.005841229626,-0.004243901739,-0.002231151181,0
0,0.002148401254,0.004086502024,0.005624587504,0.006612099171,0.006952372501,0.006612099171,0.005624587504,0.004086502024,0.002148401254,3.312430337e-19,-0.002148401254,-0.004086502024,-0.005624587504,-0.006612099171,-0.006952372501,-0.006612099171,-0.005624587504,-0.004086502024,-0.002148401254,0
0,0.002012750558,0.003828479068,0.005269449372,0.006194609257,0.006513397627,0.006194609257,0.005269449372,0.003828479068,0.002012750558,2.37894742e-19,-0.002012750558,-0.003828479068,-0.005269449372,-0.006194609257,-0.006513397627,-0.006194609257,-0.005269449372,-0.003828479068,-0.002012750558,0
0,0.001827539263,0.00347618625,0.004784559907,0.005624587504,0.005914041288,0.005624587504,0.004784559907,0.00347618625,0.001827539263,8.403898225e-20,-0.001827539263,-0.00347618625,-0.004784559907,-0.005624587504,-0.005914041288,-0.005624587504,-0.004784559907,-0.00347618625,-0.001827539263,0
